id,artist,album,title,key,time_signature,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,num_played,rate
spotify:track:2ZssXuZfktUr4MMDzEWD2Z,Arcade Fire,Everything Now,Good God Damn,11,4,0.799,0.496,-8.304,0.0391,0.0927,0.00293,0.31,0.5,99.023,214427.0,2,4.0000
spotify:track:3kw3rqgqtF4F7xVmHqTsGj,Arcade Fire,The Suburbs,Half Light II (No Celebration),4,4,0.406,0.973,-4.963,0.135,0.00689,0.781,0.393,0.385,113.262,267133.0,1,7.0000
spotify:track:0BzYCJdtP00Xk8btIrAonU,Arcade Fire,Arcade Fire - EP,No Cars Go,3,4,0.272,0.694,-7.897,0.0524,0.000733,0.333,0.238,0.21,128.07,364080.0,1,6.0000
spotify:track:4iRkDdI4vhLjjAxUbH1664,Arcade Fire,Reflektor,Flashbulb Eyes,7,4,0.47,0.929,-6.414,0.0505,0.00203,0.217,0.676,0.814,171.43,163030.0,1,5.0000
spotify:track:7KsZHCfOitA5V9oQYVdltG,Arcade Fire,Everything Now,Everything Now,0,4,0.548,0.865,-5.325,0.0302,0.00171,0.000449,0.457,0.61,116.046,303013.0,1,5.0000
spotify:track:0O8Ymlu03OqEX5XU5p8Rw3,Arcade Fire,Funeral,In the Backseat,7,4,0.328,0.546,-10.031,0.032,0.457,0.0565,0.0725,0.224,169.975,380213.0,1,7.0000
spotify:track:2rtDHB2fSisS34D0ArWg06,Arcade Fire,The Suburbs,Suburban War,5,3,0.313,0.853,-5.812,0.0372,0.0935,0.169,0.166,0.579,119.955,285133.0,1,8.0000
spotify:track:4bX1HlRP3e9aTZ6aNOfnzL,Arcade Fire,Reflektor (Deluxe),Reflektor,11,4,0.589,0.72,-8.33,0.0309,0.0445,0.0142,0.364,0.648,111.602,453949.0,1,6.0000
spotify:track:3TcmqdciWnQOXxYohhERbP,Arcade Fire,Neon Bible,(Antichrist Television Blues),7,4,0.467,0.95,-7.06,0.0436,0.679,0.0015,0.0718,0.836,79.537,310280.0,1,7.0000
spotify:track:0epAG0WWRlDMsMFJiE5c6I,Arcade Fire,The Suburbs (Deluxe),Sprawl II (Mountains Beyond Mountains),8,4,0.521,0.808,-6.432,0.0282,0.0159,0.00121,0.115,0.185,99.966,325707.0,1,7.0000
spotify:track:16dTcp6dokMKhm1Guz9K2W,Arcade Fire,Neon Bible,Black Mirror,10,4,0.526,0.83,-9.727,0.038,0.0618,0.398,0.112,0.187,124.051,253373.0,1,9.0000
spotify:track:2XP4rhtpHlzJRUNhsD7eU3,Arcade Fire,Neon Bible,Windowsill,0,4,0.429,0.452,-8.982,0.032,0.281,0.63,0.1,0.0915,117.478,256400.0,1,8.0000
spotify:track:4hWXcKMbhPhEouNZ6DVxBc,Arcade Fire,Reflektor (Deluxe),Crucified Again,5,4,0.386,0.275,-11.401,0.0282,0.263,0.000731,0.121,0.296,87.621,302735.0,1,6.0000
spotify:track:3S3ET4OgClctpND30pOTqp,Arcade Fire,The Suburbs (Deluxe),Deep Blue,7,4,0.519,0.821,-6.678,0.0423,0.258,0.245,0.127,0.515,120.482,268147.0,1,5.0000
spotify:track:0LOnyr7dtH8GQAVypvT98T,Arcade Fire,Everything Now,Peter Pan,8,4,0.693,0.814,-6.689,0.0392,0.25,0.000644,0.676,0.869,149.69,168893.0,1,4.0000
spotify:track:0qtymhwMYML4RX6NTGjIIy,Arcade Fire,Reflektor,You Already Know,6,4,0.325,0.923,-4.552,0.104,0.0307,2.48e-05,0.705,0.572,177.173,239973.0,1,5.0000
spotify:track:3GgA0KZ3AMu8SInRmB1pmo,Arcade Fire,The Suburbs (Deluxe),We Used to Wait,8,4,0.571,0.657,-7.206,0.0273,0.0797,0.0245,0.104,0.49,120.705,301400.0,1,8.0000
spotify:track:6Hmj7SrLRbreLVfVS7mV1S,Arcade Fire,Funeral,Wake Up,0,4,0.252,0.8,-4.845,0.0368,0.12,0.0538,0.118,0.29,139.361,335333.0,1,8.0000
spotify:track:51xBgzcyzojRpqFW2ICQAB,Arcade Fire,Neon Bible,No Cars Go,1,4,0.324,0.772,-6.95,0.0371,0.000609,0.173,0.12,0.291,135.737,343627.0,1,8.0000
spotify:track:6AqYPBdoC7TWzNzuZ67e4F,Arcade Fire,Reflektor (Deluxe),Soft Power,0,4,0.323,0.582,-8.899,0.0262,0.0326,0.142,0.307,0.0893,79.694,342745.0,1,5.0000
spotify:track:3KX0CbXVvEb81gL0LIanR4,Arcade Fire,The Suburbs (Deluxe),Empty Room,2,4,0.34,0.983,-4.073,0.0483,0.000621,0.832,0.342,0.651,161.713,171533.0,1,5.0000
spotify:track:0KWcRXcnGoB0gWSu4mshF8,Arcade Fire,Everything Now,Electric Blue,0,4,0.663,0.774,-5.157,0.0863,0.113,0.112,0.462,0.681,102.982,242373.0,1,4.0000
spotify:track:0BP2o4rGe7nkQea1JOWMbl,Arcade Fire,Everything Now,We Don't Deserve Love,0,4,0.492,0.628,-7.359,0.0283,0.117,0.0115,0.135,0.151,87.899,389080.0,1,6.0000
spotify:track:01wsKcJ8ptqUmatpJlEGYj,Arcade Fire,The Suburbs,Ready to Start,9,4,0.282,0.932,-4.701,0.0387,0.12,0.0335,0.0692,0.536,190.08,255893.0,1,7.0000
spotify:track:1g1RmSl6D0I6m6MEtDvxYn,Arcade Fire,Everything Now,Signs of Life,2,4,0.65,0.858,-5.566,0.0458,0.00976,0.00173,0.687,0.762,113.123,276613.0,1,5.0000
spotify:track:0U0p8weaMIbIFMJ0CPlvHV,Arcade Fire,The Suburbs,Sprawl II (Mountains Beyond Mountains),8,4,0.518,0.81,-6.445,0.029,0.016,0.0013,0.115,0.179,99.968,325547.0,1,8.0000
spotify:track:0xOeB16JDbBJBJKSdHbElT,Arcade Fire,Funeral,Rebellion (Lies),8,4,0.401,0.933,-5.682,0.0344,0.00744,0.627,0.318,0.734,127.193,310893.0,1,9.0000
spotify:track:2UWdUez9MB9yzL7Y81Mcip,Arcade Fire,The Suburbs,The Suburbs,6,4,0.616,0.682,-6.148,0.0265,0.0578,0.0241,0.342,0.528,117.78,315200.0,1,8.0000
spotify:track:2SNGR7tguWgIR7sWzn40bw,Beach House,Teen Dream,Zebra,8,3,0.611,0.472,-8.272,0.0275,0.86,0.0106,0.1,0.257,118.387,290720.0,1,6.0000
spotify:track:323BsMMgAWt1XaPeU0bAeS,Arcade Fire,The Suburbs,City with No Children,6,4,0.505,0.69,-4.927,0.0331,0.139,0.421,0.102,0.649,128.167,191600.0,1,7.0000
spotify:track:37EmPMVwdBaKs7UhJOkHUU,Arcade Fire,The Suburbs,We Used to Wait,8,4,0.573,0.642,-7.239,0.0279,0.0734,0.0232,0.105,0.49,120.753,301400.0,1,8.0000
spotify:track:4OZyVAbGOcrv4BYv5xDjet,Arcade Fire,Reflektor,Here Comes the Night Time,10,4,0.446,0.675,-7.802,0.0464,0.038,0.43,0.372,0.626,95.014,390490.0,1,4.0000
spotify:track:6IcD6Fj0qt89GAa0CC32vw,Arcade Fire,Reflektor (Deluxe),Afterlife,11,4,0.638,0.873,-5.545,0.0363,0.0943,0.0395,0.226,0.682,115.95,352755.0,1,6.0000
spotify:track:3P7NEC1xTknSxuOvijtG2A,Wake Owl,Wild Country EP,You'll Never Go,0,4,0.643,0.53,-7.736,0.0312,0.224,2.78e-05,0.312,0.327,115.959,203828.0,1,6.0000
spotify:track:0bzhpNQcy3nS7vHl6aSHAV,Wake Owl,Wild Country EP,Grow,4,4,0.542,0.633,-8.348,0.0248,0.117,2.05e-05,0.0764,0.267,94.072,225031.0,1,9.0000
spotify:track:3qyj5jPuOXVpdiuxRcm6xq,Wake Owl,The Private World of Paradise,Candy Return,1,4,0.61,0.717,-6.556,0.0468,0.408,0.948,0.0799,0.79,176.459,243360.0,1,5.0000
spotify:track:6lEQoIPszbtwrFZItw4Aug,Wake Owl,Wild Country EP,Seaside,2,4,0.549,0.582,-7.76,0.0256,0.319,0.000136,0.0751,0.0785,99.975,223477.0,1,9.0000
spotify:track:7EJhz6uGRq0IMF4NFAbsZD,Wake Owl,Easier,Easier,9,4,0.778,0.489,-15.304,0.0375,0.00793,0.000527,0.0927,0.653,116.358,185283.0,1,5.0000
spotify:track:5bZjTKYyqSbLJlRaFYC9Bc,Wake Owl,Tricks,Tricks,1,4,0.698,0.525,-8.943,0.0293,0.00928,0.309,0.237,0.692,130.087,182760.0,1,6.0000
spotify:track:2XhJZfUbFmRXKfPfvuBtJs,Wake Owl,The Private World of Paradise,Madness of Others,1,4,0.62,0.297,-10.539,0.0335,0.703,0.431,0.117,0.0859,106.038,338707.0,1,7.0000
spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Dream Your Life Away,Riptide,1,4,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0,2,7.0000
spotify:track:2RiBogNRfulkNf7fVbPOrJ,Vance Joy,Nation of Two,Saturday Sun,8,4,0.637,0.864,-4.381,0.0468,0.484,0.0,0.222,0.706,99.995,214720.0,2,6.0000
spotify:track:6Fha6tXHkL3r9m9nNqQG8p,Vance Joy,Dream Your Life Away,Georgia,11,4,0.388,0.66,-7.372,0.0308,0.312,0.000307,0.0943,0.401,143.554,230507.0,2,8.0000
spotify:track:7BVwi9cIzSc6tpyxsp47vJ,Vance Joy,Dream Your Life Away,Mess Is Mine,7,1,0.595,0.723,-8.256,0.0349,0.047,0.0286,0.0995,0.272,108.043,223640.0,2,9.0000
spotify:track:6liNJDyWJjyHAgDnAX95bw,Vance Joy,Dream Your Life Away (Special Edition),Fire and the Flood,5,4,0.596,0.827,-4.402,0.0372,0.0242,0.0,0.0958,0.329,115.034,249382.0,2,7.0000
spotify:track:6Qwuw0eOeszVlewLpu24gR,Vance Joy,Nation of Two,I'm with You,7,3,0.657,0.396,-9.255,0.0293,0.805,1.58e-06,0.103,0.115,110.003,239787.0,2,8.0000
spotify:track:6Od2OWvoT4embWAgIGeFRd,Vance Joy,Nation of Two,Like Gold,7,4,0.477,0.712,-6.759,0.0653,0.224,8.36e-06,0.118,0.407,109.965,224400.0,3,7.0000
spotify:track:6N7JMoaUYgo4pwPgsnSobr,The Smashing Pumpkins,Pisces Iscariot (Deluxe),Landslide - Remastered,10,3,0.422,0.208,-15.886,0.0318,0.896,0.0265,0.192,0.354,111.549,190587.0,1,8.0000
spotify:track:3bs64LgjoDtp0jurDzfCxy,The Smashing Pumpkins,"SHINY AND OH SO BRIGHT, VOL. 1 / LP: NO PAST. NO FUTURE. NO SUN.",Knights of Malta,3,4,0.4,0.876,-1.822,0.0541,0.00335,0.0153,0.209,0.261,79.35,277549.0,1,6.0000
spotify:track:0oCEQA7gByJXUvXztuF0ys,The Smashing Pumpkins,"SHINY AND OH SO BRIGHT, VOL. 1 / LP: NO PAST. NO FUTURE. NO SUN.",Silvery Sometimes (Ghosts),2,4,0.603,0.959,-1.817,0.034,7.09e-05,0.000703,0.161,0.496,130.968,211814.0,1,5.0000
spotify:track:5R374w9xI0lu8kLUQ2ozQk,The Smashing Pumpkins,"SHINY AND OH SO BRIGHT, VOL. 1 / LP: NO PAST. NO FUTURE. NO SUN.",Solara,9,4,0.515,0.892,-2.121,0.104,0.000264,0.199,0.159,0.273,123.45,262223.0,1,3.0000
spotify:track:5buITai6eMzU8rJonMEI6e,Bush,Sixteen Stone (Remastered),Glycerine - Remastered,5,4,0.421,0.335,-11.384,0.0324,0.0342,0.00236,0.0944,0.0889,114.227,266493.0,1,9.0000
spotify:track:0u3fpnD1ua1T0M0rclUJHj,Bush,Sixteen Stone (Remastered),Little Things - Remastered,7,4,0.353,0.939,-3.27,0.0749,0.00015,0.0,0.168,0.229,112.627,264227.0,1,8.0000
spotify:track:27IZXTdeGYjU6m5lTyDpmr,Band of Horses,Everything All The Time,The Funeral,0,4,0.318,0.76,-6.115,0.0435,0.016,0.0,0.102,0.104,122.414,322173.0,2,8.0000
spotify:track:0b1Vajse5stBtGv8WOtvm1,Band of Horses,Cease To Begin,No One's Gonna Love You,1,4,0.313,0.894,-3.579,0.0294,0.122,0.0,0.0925,0.363,149.044,217333.0,2,9.0000
spotify:track:371akJ9fYgSkrAFMyWoTdL,Band of Horses,No One's Gonna Love You (Stockholm Version),No One's Gonna Love You (Stockholm Version),1,4,0.599,0.198,-8.557,0.0581,0.953,0.000127,0.0994,0.214,141.987,228646.0,2,7.0000
spotify:track:26B0n5dX4S6pEdFMkfdNZo,Band of Horses,Cease To Begin,Is There A Ghost,1,4,0.299,0.843,-3.841,0.0354,0.0049,4.78e-06,0.079,0.139,135.643,179667.0,2,8.0000
spotify:track:3rfoOx0IQIFjlWxYNpPxdw,Band of Horses,Cease To Begin,The General Specific,5,4,0.752,0.695,-5.776,0.0279,0.204,0.00484,0.147,0.6,118.143,187053.0,2,7.0000
spotify:track:6yMM1vVI9bgccaiD2xJxhn,Band of Horses,Everything All The Time,The Great Salt Lake,8,4,0.318,0.809,-6.003,0.0312,0.00036,4.54e-06,0.0532,0.373,123.359,285387.0,2,7.0000
spotify:track:7sMcFdVYcwucGVtoV7r9lZ,Band of Horses,Why Are You OK,Casual Party,6,4,0.472,0.808,-4.751,0.0358,8.88e-05,3.17e-05,0.321,0.495,130.063,233573.0,2,5.0000
spotify:track:5aN3Cyeoa5x4gc41HOIqeX,Band of Horses,Everything All The Time,I Go to the Barn Becase I Like The,2,4,0.389,0.371,-7.906,0.0311,0.163,0.0,0.0957,0.225,119.492,186653.0,2,6.0000
spotify:track:2cMDy9FfWA5OYrAo1JzbkX,Band of Horses,Why Are You OK,Dull Times/The Moon,4,4,0.312,0.678,-5.952,0.0378,0.0157,0.000508,0.0725,0.184,172.862,419800.0,2,4.0000
spotify:track:76zfLGLDB6P5Dkog0jkdME,Band of Horses,Why Are You OK,Solemn Oath,4,4,0.511,0.759,-4.404,0.034,0.00132,1.44e-05,0.141,0.344,110.02,240173.0,2,4.0000
spotify:track:70shKhx4PNCKhQ7p7mJBC5,Band of Horses,Why Are You OK,Hag,0,4,0.412,0.434,-7.242,0.031,0.129,0.000544,0.106,0.3,125.827,272840.0,2,4.0000
spotify:track:7oekneJCJO74ycdLzdk16v,Vance Joy,Nation of Two,Lay It on Me,5,4,0.733,0.663,-5.766,0.0322,0.101,6.98e-06,0.0694,0.53,127.974,215493.0,1,5.0000
spotify:track:5J7zqPpQkN9JZiaELHNKSL,Vance Joy,Nation of Two,We're Going Home,4,4,0.386,0.675,-5.481,0.0424,0.323,3.68e-06,0.14,0.429,189.894,206360.0,1,6.0000
spotify:track:6DVX4qug0tCQkdlcRT7nUf,Band of Horses,Why Are You OK,In A Drawer,6,4,0.573,0.717,-6.821,0.036,0.133,0.00138,0.159,0.335,140.035,238907.0,1,4.0000
spotify:track:1cGq7NKGcNd0g1J6Hu1I52,Band of Horses,Why Are You OK,Lying Under Oak,0,4,0.61,0.434,-9.086,0.0268,0.473,0.0124,0.242,0.102,102.033,237667.0,1,5.0000
spotify:track:0XqoEUdcauvJVlQS00J1tV,Band of Horses,Why Are You OK,Throw My Mess,2,4,0.682,0.684,-7.05,0.0269,0.328,1.18e-05,0.0946,0.261,101.939,193187.0,1,4.0000
spotify:track:3IURvsSAiD5EmqZLjtyJsS,Band of Horses,Why Are You OK,"Whatever, Wherever",7,3,0.578,0.443,-9.972,0.0291,0.272,0.000563,0.113,0.249,118.599,253560.0,1,5.0000
spotify:track:1hOngjL4w7qC6plJWf97Zf,Band of Horses,Why Are You OK,Country Teen,7,4,0.601,0.744,-8.994,0.0327,0.0173,0.0642,0.235,0.583,125.297,201520.0,1,3.0000
spotify:track:0zOIJ6cBdl1boRhDT16aWv,Band of Horses,Why Are You OK,Barrel House,1,3,0.454,0.305,-11.596,0.0298,0.687,1.05e-06,0.103,0.124,125.461,288173.0,1,5.0000
spotify:track:5CA8wheDKBO0OJYPxYwZTR,Band of Horses,Why Are You OK,Even Still,10,3,0.437,0.202,-13.908,0.0308,0.807,0.000405,0.115,0.0379,93.828,321307.0,1,5.0000
spotify:track:6gf7WF9nXNON9HdNtrdEDq,The National,Trouble Will Find Me,I Should Live in Salt,5,4,0.519,0.618,-7.103,0.0254,0.188,7.34e-06,0.106,0.139,134.036,248044.0,1,6.0000
spotify:track:6OQip5XRRwqZJVFEJu8UTM,The National,Trouble Will Find Me,Demons,4,1,0.536,0.776,-6.328,0.0417,0.103,0.871,0.0835,0.403,149.891,211547.0,1,5.0000
spotify:track:0QEHU0ZccfSXYUpF2iVUab,The National,Trouble Will Find Me,Don't Swallow the Cap,5,4,0.454,0.663,-8.54,0.0415,0.407,0.0466,0.0913,0.463,173.988,285533.0,1,6.0000
spotify:track:1ibQiWl2i50MGt3SpRuE0D,SYML,Mr. Sandman,Mr. Sandman,9,4,0.34,0.37,-10.661,0.0395,0.919,0.27,0.074,0.0434,96.676,206493.0,1,5.0000
spotify:track:3xn7cwof2Srt3CRjvLfrXa,SYML,Hurt for Me,Fear of the Water,7,4,0.46,0.208,-17.635,0.0302,0.954,0.882,0.118,0.151,93.031,245813.0,1,9.0000
spotify:track:0wcHV7AT77zzyH4ftt11vh,SYML,SYML,Girl,1,4,0.377,0.34,-11.799,0.0296,0.71,0.00117,0.116,0.234,109.999,212920.0,1,8.0000
spotify:track:4zfdaZxEFXgZDrGP8UWq10,SYML,The Dark,The Dark,7,4,0.22,0.242,-11.659,0.0294,0.752,0.0185,0.0761,0.0493,60.532,298483.0,1,6.0000
spotify:track:2pQrmy6mBciNns6Zk2Mpkc,SYML,Flags,Flags,7,4,0.592,0.401,-12.386,0.0328,0.479,3.42e-05,0.128,0.194,136.476,209511.0,1,6.0000
spotify:track:3ZffQgmPwP1xxRGHCza4fJ,SYML,SYML,Clean Eyes,9,4,0.468,0.846,-3.774,0.0497,0.00103,0.00331,0.173,0.478,174.152,184092.0,1,7.0000
spotify:track:45mnAtRP2f85mEjmRFv6ek,SYML,SYML,Wildfire,8,4,0.586,0.607,-5.854,0.0317,0.195,1.11e-06,0.0993,0.377,132.09,229403.0,1,3.0000
spotify:track:3OQCOca4kfDlB219bOOOqh,SYML,SYML,Bed,7,4,0.533,0.366,-12.296,0.0309,0.428,0.299,0.165,0.047,139.921,240254.0,1,3.0000
spotify:track:2ynP7vnLgHtZJy5wwM0FCM,SYML,SYML,Break Free,8,4,0.646,0.801,-5.476,0.0336,0.00528,3.04e-05,0.0945,0.831,105.022,195394.0,1,3.0000
spotify:track:1SvU1QfcQmP8bWOqjEX6ju,SYML,SYML,Animal,0,4,0.507,0.818,-6.97,0.0321,0.00243,0.0156,0.348,0.438,80.972,247437.0,1,3.0000
spotify:track:5dxEfNufcQ3Z7dEVHFA1si,SYML,SYML,The Bird,2,4,0.415,0.491,-10.4,0.0307,0.342,0.461,0.111,0.0312,108.997,274355.0,1,4.0000
spotify:track:5LSwHMJXjBMZUX4MQNmqhS,SYML,SYML,Connor,10,4,0.41,0.312,-12.951,0.0505,0.767,0.325,0.101,0.184,88.451,298490.0,1,6.0000
spotify:track:7xhTSgfat6rcufZN8mtY7Y,SYML,SYML,WDWGILY,9,4,0.659,0.351,-9.935,0.0364,0.692,0.00287,0.0972,0.155,73.984,218312.0,1,3.0000
spotify:track:6bvz6zr839xNtkUjyiDDhE,SYML,SYML,Everything All At Once,8,4,0.298,0.208,-11.826,0.0359,0.911,0.0115,0.0903,0.151,126.075,310688.0,1,7.0000
spotify:track:3ZUzPr2Uus6k2B8VbnLb4u,SYML,SYML,Before You Knew It Was Me,1,4,0.483,0.416,-11.698,0.0334,0.842,0.924,0.112,0.0788,172.11,192536.0,1,3.0000
spotify:track:77AixrPcd03tR4tWMHuxro,SYML,I Wanted to Leave,I Wanted to Leave,8,3,0.485,0.0626,-19.536,0.0375,0.989,0.9,0.111,0.276,170.264,203912.0,1,3.0000
spotify:track:2H30WL3exSctlDC9GyRbD4,Palace,So Long Forever,Live Well,2,3,0.496,0.644,-5.385,0.0269,0.264,0.0,0.0695,0.435,96.017,249840.0,1,6.0000
spotify:track:3Rl26h1HiMCV0HFHHVb2IM,Palace,Life After,Heaven Up There,4,4,0.424,0.42,-10.536,0.0373,0.168,0.124,0.107,0.176,138.079,437577.0,1,10.0000
spotify:track:2DkZisoN9h1dLa8Sn5sx0n,Palace,So Long Forever,Bitter,9,4,0.203,0.715,-5.485,0.0494,0.0487,0.00082,0.051,0.327,78.554,233360.0,1,6.0000
spotify:track:75Ibf9kajH52v2uBNc7pkp,Palace,"Someday, Somewhere","Someday, Somewhere",0,4,0.388,0.358,-9.389,0.0421,0.608,0.00488,0.113,0.154,129.724,192462.0,1,6.0000
spotify:track:6hx56UpTxacCNBHR2iDOwN,Palace,I'll Be Fine,I'll Be Fine,4,3,0.54,0.432,-10.072,0.0323,0.862,0.00139,0.108,0.265,83.791,248299.0,2,7.0000
spotify:track:1UsXMQwIzCKSk6oIdRE5Jc,Palace,Veins,Veins,0,3,0.429,0.273,-9.719,0.0287,0.349,0.0384,0.111,0.112,110.161,269975.0,1,5.0000
spotify:track:3OdBS47LeRRasritCjbEmM,Palace,"Someday, Somewhere",Flesh To The Fallen,2,4,0.381,0.51,-8.632,0.0276,0.115,0.0162,0.0912,0.164,96.929,271944.0,2,5.0000
spotify:track:6xxy4SktborcH1wRjISek5,Palace,Bitter,Bitter,4,4,0.372,0.618,-7.756,0.0567,0.0981,0.001,0.125,0.325,152.51,234674.0,2,5.0000
spotify:track:6wimdClggXbqamkhOsyRQ9,Palace,Lost in the Night,I Want What You Got,2,4,0.383,0.393,-9.357,0.0252,0.147,0.00511,0.142,0.177,88.127,242430.0,2,5.0000
spotify:track:23uCHFc7xcQWgXh2oelMOe,Palace,So Long Forever,Have Faith,0,4,0.421,0.777,-5.778,0.0454,0.0276,0.000353,0.122,0.436,122.911,246893.0,1,4.0000
spotify:track:3cw40mIRQxrr4Yy3nFPcl2,Palace,Life After,Life After,7,4,0.349,0.721,-7.333,0.0363,0.447,0.0751,0.101,0.245,156.069,307773.0,1,6.0000
spotify:track:4U2BP8vV8byYv71g2toPKN,Palace,Life After,Berlin,11,4,0.298,0.586,-8.198,0.0337,0.00375,0.341,0.0989,0.51,145.809,191933.0,1,5.0000
spotify:track:16HLcnAxLFY14QYfkzt8BZ,Palace,Life After,Younger,7,4,0.613,0.547,-8.785,0.025,0.067,1.17e-05,0.259,0.472,107.004,205933.0,1,4.0000
spotify:track:7KR6gWz4Tx62OnqGT7f7NQ,Palace,Life After,Face In The Crowd,0,4,0.365,0.262,-14.186,0.0332,0.747,0.00317,0.112,0.126,50.293,195600.0,1,5.0000
spotify:track:36JZB0rGJMjAPWC6IR9AEE,Palace,Life After,Caught My Breath,5,4,0.567,0.656,-10.05,0.0459,0.166,0.0554,0.118,0.492,122.993,247947.0,1,5.0000
spotify:track:0WS9NiMKPr4K1eLKgkLQFe,Palace,Life After,Martyr,11,4,0.303,0.642,-8.184,0.0384,0.285,0.0158,0.205,0.12,136.962,248853.0,1,4.0000
spotify:track:2a5wEfrzFlF7fKdkYOr51S,Palace,Life After,All In My Stride,4,4,0.307,0.365,-12.806,0.0293,0.92,0.125,0.0904,0.157,113.933,308827.0,1,5.0000
spotify:track:62HrAAW5KKBVuuMfKuqU2q,Palace,Life After,No Other,2,4,0.427,0.559,-7.524,0.0268,0.00111,0.00462,0.12,0.333,139.958,233200.0,1,5.0000
spotify:track:3E26T4WM74SEyVPzxXiE4i,Palace,Life After,Running Wild,0,4,0.589,0.807,-6.879,0.0362,0.0239,0.00106,0.184,0.626,127.989,243187.0,1,4.0000
spotify:track:4dW6noE5UcYDiWyUoGsE0P,Palace,Life After,Bones,9,4,0.31,0.425,-11.85,0.0332,0.715,0.00063,0.133,0.0466,95.931,215933.0,1,6.0000
spotify:track:6mH4EevpFs1sdHJOSkleN2,Palace,So Long Forever,Break The Silence,6,4,0.345,0.769,-6.621,0.0508,0.0128,0.612,0.256,0.383,146.986,211907.0,1,3.0000
spotify:track:6Bu2GVIcWsPQLkEmq3yrWx,Palace,So Long Forever,It's Over,11,4,0.214,0.747,-5.12,0.0513,0.037,1.71e-05,0.0759,0.325,177.081,214400.0,1,4.0000
spotify:track:1oW4SXzoVd9Ebs8UjlXCvq,Palace,So Long Forever,Fire In The Sky,5,4,0.251,0.584,-6.273,0.031,0.0677,0.00572,0.131,0.221,140.265,272253.0,1,5.0000
spotify:track:1idiZxsjgDNleofQN9uYRo,Palace,So Long Forever,Family,11,4,0.487,0.395,-9.214,0.0315,0.62,2.73e-05,0.102,0.265,117.493,186160.0,1,5.0000
spotify:track:0s2mDwSz2RvcHE3DYhSkL2,Palace,So Long Forever,So Long Forever,1,4,0.369,0.671,-6.504,0.0346,0.165,0.00765,0.118,0.537,144.909,305040.0,1,5.0000
spotify:track:736jGG4ylkzjUglTmPPqgn,Palace,So Long Forever,Blackheath,9,3,0.209,0.552,-6.333,0.0286,0.117,0.00993,0.0897,0.174,178.099,276760.0,1,5.0000
spotify:track:3SJI20YW5l5Ri1etVIx1Vo,Palace,So Long Forever,Holy Smoke,9,3,0.364,0.513,-6.108,0.0311,0.179,0.0,0.345,0.341,134.075,198013.0,1,5.0000
spotify:track:6ZgKQDBCPoK1qznriWiH3p,Palace,So Long Forever,Slaving On,9,5,0.311,0.34,-8.951,0.0335,0.657,6.64e-05,0.0755,0.0397,125.694,236467.0,1,6.0000
spotify:track:0ELHAnLqJqrBQooHClhFvf,Palace,"Someday, Somewhere","Someday, Somewhere",0,4,0.388,0.358,-9.389,0.0421,0.608,0.00488,0.113,0.154,129.724,192462.0,1,5.0000
spotify:track:6wbRHhZcwyaNjbYOYGyypG,Palace,"Someday, Somewhere",I'll Be Fine,4,3,0.54,0.432,-10.072,0.0323,0.862,0.00139,0.108,0.265,83.791,248299.0,1,7.0000
spotify:track:4cEa9O4tvyCwy9Uz5j9n1A,Palace,I'll Be Fine,"Someday, Somewhere",0,4,0.388,0.358,-9.389,0.0421,0.608,0.00488,0.113,0.154,129.724,192462.0,1,6.0000
spotify:track:2iB0dbnpsF8VqAP5017w7K,Palace,Face In the Crowd,Face In The Crowd,0,4,0.365,0.262,-14.186,0.0332,0.747,0.00317,0.112,0.126,50.293,195600.0,1,5.0000
spotify:track:7sL5cQSBa06qA8wL0UqB6T,Palace,Running Wild,Running Wild,0,4,0.589,0.807,-6.879,0.0362,0.0239,0.00106,0.184,0.626,127.989,243187.0,1,5.0000
spotify:track:3iaTTTIDDeh1vEdpLApbty,Palace,Martyr,Martyr,11,4,0.303,0.642,-8.184,0.0384,0.285,0.0158,0.205,0.12,136.962,248853.0,1,5.0000
spotify:track:7hGZR5GEbXC8fj07Chx1yG,Palace,No Other,No Other,2,4,0.427,0.559,-7.524,0.0268,0.00111,0.00462,0.12,0.333,139.958,233200.0,1,4.0000
spotify:track:4IUKqnSIQIgtdaqEfUFJZf,Palace,Live Well,Live Well,2,3,0.496,0.644,-5.385,0.0269,0.264,0.0,0.0695,0.435,96.017,249840.0,1,5.0000
spotify:track:3wY7IAz9c0fhq3fn83vV8r,Palace,Chase The Light,Head Above The Water,7,4,0.362,0.599,-8.333,0.0297,0.00668,0.0129,0.101,0.409,110.779,266366.0,1,4.0000
spotify:track:0AMKSRMfYDblfMOIhuHarV,Palace,Chase The Light,Kiloran,5,3,0.266,0.653,-7.586,0.039,0.192,0.0735,0.123,0.346,77.217,293926.0,1,4.0000
spotify:track:6GyFQqsD80Kwdna2jWHyjY,Palace,Chase The Light,Settle Down,0,4,0.268,0.393,-9.488,0.0354,0.529,0.000956,0.0896,0.158,149.724,219912.0,1,5.0000
spotify:track:5HOdX26yjHnGfDxmHMbdDU,Palace,Chase The Light,Tomahawk,5,3,0.298,0.558,-7.287,0.0331,0.159,0.0536,0.09,0.312,138.329,238206.0,1,4.0000
